,loc_id,img_name,attractiveness
0,512,EXPV_512_105.jpg,3
1,512,EXPV_512_115.jpg,3
2,512,EXPV_512_125.jpg,3
3,512,EXPV_512_135.jpg,3
4,512,EXPV_512_145.jpg,3
5,512,EXPV_512_15.jpg,3
6,512,EXPV_512_155.jpg,3
7,512,EXPV_512_165.jpg,3
8,512,EXPV_512_175.jpg,3
9,512,EXPV_512_185.jpg,3
10,512,EXPV_512_195.jpg,3
11,512,EXPV_512_205.jpg,3
12,512,EXPV_512_215.jpg,3
13,512,EXPV_512_225.jpg,3
14,512,EXPV_512_235.jpg,3
15,512,EXPV_512_245.jpg,3
16,512,EXPV_512_25.jpg,3
17,512,EXPV_512_255.jpg,3
18,512,EXPV_512_265.jpg,3
19,512,EXPV_512_275.jpg,3
20,512,EXPV_512_285.jpg,3
21,512,EXPV_512_295.jpg,3
22,512,EXPV_512_305.jpg,3
23,512,EXPV_512_315.jpg,3
24,512,EXPV_512_325.jpg,3
25,512,EXPV_512_335.jpg,3
26,512,EXPV_512_345.jpg,3
27,512,EXPV_512_35.jpg,3
28,512,EXPV_512_355.jpg,3
29,512,EXPV_512_45.jpg,3
30,512,EXPV_512_5.jpg,3
31,512,EXPV_512_55.jpg,3
32,512,EXPV_512_65.jpg,3
33,512,EXPV_512_75.jpg,3
34,512,EXPV_512_85.jpg,3
35,512,EXPV_512_95.jpg,3
36,514,EXPV_514_103.jpg,3
37,514,EXPV_514_113.jpg,3
38,514,EXPV_514_123.jpg,3
39,514,EXPV_514_13.jpg,3
40,514,EXPV_514_133.jpg,3
41,514,EXPV_514_143.jpg,4
42,514,EXPV_514_153.jpg,4
43,514,EXPV_514_163.jpg,4
44,514,EXPV_514_173.jpg,4
45,514,EXPV_514_183.jpg,4
46,514,EXPV_514_193.jpg,4
47,514,EXPV_514_203.jpg,4
48,514,EXPV_514_213.jpg,3
49,514,EXPV_514_223.jpg,3
50,514,EXPV_514_23.jpg,3
51,514,EXPV_514_233.jpg,3
52,514,EXPV_514_243.jpg,3
53,514,EXPV_514_253.jpg,3
54,514,EXPV_514_263.jpg,3
55,514,EXPV_514_273.jpg,3
56,514,EXPV_514_283.jpg,3
57,514,EXPV_514_293.jpg,3
58,514,EXPV_514_3.jpg,4
59,514,EXPV_514_303.jpg,4
60,514,EXPV_514_313.jpg,4
61,514,EXPV_514_323.jpg,4
62,514,EXPV_514_33.jpg,3
63,514,EXPV_514_333.jpg,4
64,514,EXPV_514_343.jpg,4
65,514,EXPV_514_353.jpg,4
66,514,EXPV_514_43.jpg,3
67,514,EXPV_514_53.jpg,2
68,514,EXPV_514_63.jpg,2
69,514,EXPV_514_73.jpg,2
70,514,EXPV_514_83.jpg,2
71,514,EXPV_514_93.jpg,2
