,loc_id,img_name,attractiveness
0,512,EXPV_512_335.jpg,3
1,512,EXPV_512_5.jpg,3
2,512,EXPV_512_35.jpg,3
3,512,EXPV_512_65.jpg,3
4,512,EXPV_512_95.jpg,3
5,512,EXPV_512_125.jpg,3
6,512,EXPV_512_155.jpg,3
7,512,EXPV_512_185.jpg,3
8,512,EXPV_512_215.jpg,3
9,512,EXPV_512_245.jpg,3
10,512,EXPV_512_275.jpg,3
11,512,EXPV_512_305.jpg,3
12,514,EXPV_514_73.jpg,2
13,514,EXPV_514_103.jpg,4
14,514,EXPV_514_133.jpg,2
15,514,EXPV_514_163.jpg,4
16,514,EXPV_514_193.jpg,3
17,514,EXPV_514_223.jpg,4
18,514,EXPV_514_253.jpg,3
19,514,EXPV_514_283.jpg,4
20,514,EXPV_514_313.jpg,3
21,514,EXPV_514_343.jpg,4
22,514,EXPV_514_13.jpg,2
23,514,EXPV_514_43.jpg,4
24,515,EXPV_515_237.jpg,3
25,515,EXPV_515_267.jpg,1
26,515,EXPV_515_297.jpg,3
27,515,EXPV_515_327.jpg,1
28,515,EXPV_515_357.jpg,3
29,515,EXPV_515_27.jpg,1
30,515,EXPV_515_57.jpg,3
31,515,EXPV_515_87.jpg,2
32,515,EXPV_515_117.jpg,3
33,515,EXPV_515_147.jpg,2
34,515,EXPV_515_177.jpg,3
35,515,EXPV_515_207.jpg,2
36,516,EXPV_516_322.jpg,2
37,516,EXPV_516_352.jpg,3
38,516,EXPV_516_22.jpg,2
39,516,EXPV_516_52.jpg,3
40,516,EXPV_516_82.jpg,3
41,516,EXPV_516_112.jpg,3
42,516,EXPV_516_142.jpg,3
43,516,EXPV_516_172.jpg,4
44,516,EXPV_516_202.jpg,3
45,516,EXPV_516_232.jpg,4
46,516,EXPV_516_262.jpg,2
47,516,EXPV_516_292.jpg,4
48,517,EXPV_517_74.jpg,3
49,517,EXPV_517_104.jpg,4
50,517,EXPV_517_134.jpg,3
51,517,EXPV_517_164.jpg,4
52,517,EXPV_517_194.jpg,3
53,517,EXPV_517_224.jpg,4
54,517,EXPV_517_254.jpg,3
55,517,EXPV_517_284.jpg,3
56,517,EXPV_517_314.jpg,3
57,517,EXPV_517_344.jpg,3
58,517,EXPV_517_14.jpg,3
59,517,EXPV_517_44.jpg,3
60,6,EXPV_6_193.jpg,3
61,6,EXPV_6_223.jpg,3
62,6,EXPV_6_253.jpg,3
63,6,EXPV_6_283.jpg,3
64,6,EXPV_6_313.jpg,3
65,6,EXPV_6_343.jpg,3
66,6,EXPV_6_13.jpg,3
67,6,EXPV_6_43.jpg,2
68,6,EXPV_6_73.jpg,3
69,6,EXPV_6_103.jpg,2
70,6,EXPV_6_133.jpg,3
71,6,EXPV_6_163.jpg,2
72,8,EXPV_8_34.jpg,3
73,8,EXPV_8_64.jpg,4
74,8,EXPV_8_94.jpg,3
75,8,EXPV_8_124.jpg,4
76,8,EXPV_8_154.jpg,4
77,8,EXPV_8_184.jpg,4
78,8,EXPV_8_214.jpg,4
79,8,EXPV_8_244.jpg,2
80,8,EXPV_8_274.jpg,4
81,8,EXPV_8_304.jpg,2
82,8,EXPV_8_334.jpg,3
83,8,EXPV_8_4.jpg,2
84,523,EXPV_523_87.jpg,2
85,523,EXPV_523_117.jpg,2
86,523,EXPV_523_147.jpg,2
87,523,EXPV_523_177.jpg,2
88,523,EXPV_523_207.jpg,2
89,523,EXPV_523_237.jpg,2
90,523,EXPV_523_267.jpg,2
91,523,EXPV_523_297.jpg,2
92,523,EXPV_523_327.jpg,2
93,523,EXPV_523_357.jpg,2
94,523,EXPV_523_27.jpg,2
95,523,EXPV_523_57.jpg,2
96,13,EXPV_13_279.jpg,4
97,13,EXPV_13_309.jpg,2
98,13,EXPV_13_339.jpg,4
99,13,EXPV_13_9.jpg,2
100,13,EXPV_13_39.jpg,3
101,13,EXPV_13_69.jpg,2
102,13,EXPV_13_99.jpg,3
103,13,EXPV_13_129.jpg,3
104,13,EXPV_13_159.jpg,3
105,13,EXPV_13_189.jpg,3
106,13,EXPV_13_219.jpg,4
107,13,EXPV_13_249.jpg,3
108,527,EXPV_527_345.jpg,2
109,527,EXPV_527_15.jpg,2
110,527,EXPV_527_45.jpg,2
111,527,EXPV_527_75.jpg,2
112,527,EXPV_527_105.jpg,2
113,527,EXPV_527_135.jpg,2
114,527,EXPV_527_165.jpg,2
115,527,EXPV_527_195.jpg,2
116,527,EXPV_527_225.jpg,2
117,527,EXPV_527_255.jpg,2
118,527,EXPV_527_285.jpg,2
119,527,EXPV_527_315.jpg,2
120,529,EXPV_529_113.jpg,4
121,529,EXPV_529_143.jpg,3
122,529,EXPV_529_173.jpg,4
123,529,EXPV_529_203.jpg,3
124,529,EXPV_529_233.jpg,4
125,529,EXPV_529_263.jpg,3
126,529,EXPV_529_293.jpg,4
127,529,EXPV_529_323.jpg,4
128,529,EXPV_529_353.jpg,4
129,529,EXPV_529_23.jpg,4
130,529,EXPV_529_53.jpg,4
131,529,EXPV_529_83.jpg,4
132,530,EXPV_530_154.jpg,4
133,530,EXPV_530_184.jpg,2
134,530,EXPV_530_214.jpg,4
135,530,EXPV_530_244.jpg,2
136,530,EXPV_530_274.jpg,2
137,530,EXPV_530_304.jpg,2
138,530,EXPV_530_334.jpg,2
139,530,EXPV_530_4.jpg,2
140,530,EXPV_530_34.jpg,2
141,530,EXPV_530_64.jpg,2
142,530,EXPV_530_94.jpg,4
143,530,EXPV_530_124.jpg,2
144,533,EXPV_533_62.jpg,2
145,533,EXPV_533_92.jpg,2
146,533,EXPV_533_122.jpg,2
147,533,EXPV_533_152.jpg,2
148,533,EXPV_533_182.jpg,4
149,533,EXPV_533_212.jpg,2
150,533,EXPV_533_242.jpg,4
151,533,EXPV_533_272.jpg,3
152,533,EXPV_533_302.jpg,4
153,533,EXPV_533_332.jpg,3
154,533,EXPV_533_2.jpg,2
155,533,EXPV_533_32.jpg,3
156,536,EXPV_536_252.jpg,1
157,536,EXPV_536_282.jpg,3
158,536,EXPV_536_312.jpg,1
159,536,EXPV_536_342.jpg,3
160,536,EXPV_536_12.jpg,4
161,536,EXPV_536_42.jpg,3
162,536,EXPV_536_72.jpg,4
163,536,EXPV_536_102.jpg,2
164,536,EXPV_536_132.jpg,4
165,536,EXPV_536_162.jpg,2
166,536,EXPV_536_192.jpg,1
167,536,EXPV_536_222.jpg,2
168,25,EXPV_25_216.jpg,4
169,25,EXPV_25_246.jpg,3
170,25,EXPV_25_276.jpg,4
171,25,EXPV_25_306.jpg,3
172,25,EXPV_25_336.jpg,4
173,25,EXPV_25_6.jpg,3
174,25,EXPV_25_36.jpg,4
175,25,EXPV_25_66.jpg,3
176,25,EXPV_25_96.jpg,4
177,25,EXPV_25_126.jpg,3
178,25,EXPV_25_156.jpg,4
179,25,EXPV_25_186.jpg,3
180,26,EXPV_26_135.jpg,5
181,26,EXPV_26_165.jpg,4
182,26,EXPV_26_195.jpg,5
183,26,EXPV_26_225.jpg,4
184,26,EXPV_26_255.jpg,4
185,26,EXPV_26_285.jpg,4
186,26,EXPV_26_315.jpg,4
187,26,EXPV_26_345.jpg,4
188,26,EXPV_26_15.jpg,4
189,26,EXPV_26_45.jpg,4
190,26,EXPV_26_75.jpg,5
191,26,EXPV_26_105.jpg,4
192,539,EXPV_539_140.jpg,2
193,539,EXPV_539_170.jpg,2
194,539,EXPV_539_200.jpg,2
195,539,EXPV_539_230.jpg,2
196,539,EXPV_539_260.jpg,2
197,539,EXPV_539_290.jpg,2
198,539,EXPV_539_320.jpg,2
199,539,EXPV_539_350.jpg,4
200,539,EXPV_539_20.jpg,2
201,539,EXPV_539_50.jpg,4
202,539,EXPV_539_80.jpg,2
203,539,EXPV_539_110.jpg,4
204,28,EXPV_28_135.jpg,2
205,28,EXPV_28_165.jpg,2
206,28,EXPV_28_195.jpg,2
207,28,EXPV_28_225.jpg,2
208,28,EXPV_28_255.jpg,3
209,28,EXPV_28_285.jpg,2
210,28,EXPV_28_315.jpg,3
211,28,EXPV_28_345.jpg,3
212,28,EXPV_28_15.jpg,3
213,28,EXPV_28_45.jpg,3
214,28,EXPV_28_75.jpg,2
215,28,EXPV_28_105.jpg,3
216,30,EXPV_30_205.jpg,4
217,30,EXPV_30_235.jpg,4
218,30,EXPV_30_265.jpg,4
219,30,EXPV_30_295.jpg,4
220,30,EXPV_30_325.jpg,4
221,30,EXPV_30_355.jpg,4
222,30,EXPV_30_25.jpg,4
223,30,EXPV_30_55.jpg,4
224,30,EXPV_30_85.jpg,4
225,30,EXPV_30_115.jpg,4
226,30,EXPV_30_145.jpg,4
227,30,EXPV_30_175.jpg,4
228,52,EXPV_52_47.jpg,2
229,52,EXPV_52_77.jpg,3
230,52,EXPV_52_107.jpg,2
231,52,EXPV_52_137.jpg,3
232,52,EXPV_52_167.jpg,3
233,52,EXPV_52_197.jpg,3
234,52,EXPV_52_227.jpg,3
235,52,EXPV_52_257.jpg,3
236,52,EXPV_52_287.jpg,3
237,52,EXPV_52_317.jpg,3
238,52,EXPV_52_347.jpg,2
239,52,EXPV_52_17.jpg,3
240,34,EXPV_34_219.jpg,2
241,34,EXPV_34_249.jpg,2
242,34,EXPV_34_279.jpg,2
243,34,EXPV_34_309.jpg,2
244,34,EXPV_34_339.jpg,2
245,34,EXPV_34_9.jpg,2
246,34,EXPV_34_39.jpg,2
247,34,EXPV_34_69.jpg,2
248,34,EXPV_34_99.jpg,2
249,34,EXPV_34_129.jpg,2
250,34,EXPV_34_159.jpg,2
251,34,EXPV_34_189.jpg,2
252,35,EXPV_35_249.jpg,4
253,35,EXPV_35_279.jpg,4
254,35,EXPV_35_309.jpg,4
255,35,EXPV_35_339.jpg,4
256,35,EXPV_35_9.jpg,4
257,35,EXPV_35_39.jpg,4
258,35,EXPV_35_69.jpg,4
259,35,EXPV_35_99.jpg,2
260,35,EXPV_35_129.jpg,4
261,35,EXPV_35_159.jpg,2
262,35,EXPV_35_189.jpg,4
263,35,EXPV_35_219.jpg,2
264,548,EXPV_548_192.jpg,3
265,548,EXPV_548_222.jpg,4
266,548,EXPV_548_252.jpg,3
267,548,EXPV_548_282.jpg,4
268,548,EXPV_548_312.jpg,3
269,548,EXPV_548_342.jpg,4
270,548,EXPV_548_12.jpg,3
271,548,EXPV_548_42.jpg,3
272,548,EXPV_548_72.jpg,3
273,548,EXPV_548_102.jpg,3
274,548,EXPV_548_132.jpg,3
275,548,EXPV_548_162.jpg,3
276,40,EXPV_40_102.jpg,2
277,40,EXPV_40_132.jpg,2
278,40,EXPV_40_162.jpg,2
279,40,EXPV_40_192.jpg,2
280,40,EXPV_40_222.jpg,2
281,40,EXPV_40_252.jpg,2
282,40,EXPV_40_282.jpg,2
283,40,EXPV_40_312.jpg,2
284,40,EXPV_40_342.jpg,2
285,40,EXPV_40_12.jpg,2
286,40,EXPV_40_42.jpg,2
287,40,EXPV_40_72.jpg,2
288,555,EXPV_555_40.jpg,2
289,555,EXPV_555_70.jpg,2
290,555,EXPV_555_100.jpg,2
291,555,EXPV_555_130.jpg,2
